CODIGO;CODIGO BARRAS;REFERENCIA;DESCRIÇÃO;COD.FABRICANTE;FABRICANTE;UNIDADE;QUANTIDADE;QUANTIDADE-BLOQ;CST/CSOSN;VL-UNIT;VL-TOTAL;NCM;COD.GRUPO;DES.GRUPO;COD.SUBGRUPO;DES.SUBGRUPO;COD.MEDIDA;DES.MEDIDA;QUANT. COMPRA;QUANT. COMPRA MES;TIPO DE PRODUTO
   273.3 ;               ;                    ;POTE 2L IOGURTE COM AMARENA                        ;     1 ;CREMOSO              ;CX  ;          0,000;          2,000;202;         84,00;          0,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   274.1 ;               ;                    ;POTE 2L KINDER OVO                                 ;     1 ;CREMOSO              ;CX  ;         -4,000;          5,000;202;         84,00;       -336,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   275.8 ;               ;                    ;POTE 2L KIT KAT                                    ;     1 ;CREMOSO              ;CX  ;         -2,000;          5,000;202;         84,00;       -168,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   276.6 ;               ;                    ;POTE 2L LEITE NINHO                                ;     1 ;CREMOSO              ;CX  ;          0,000;          0,000;202;         84,00;          0,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   277.4 ;               ;                    ;POTE 2L MARAVILHA                                  ;     1 ;CREMOSO              ;CX  ;         -3,000;          6,000;202;         84,00;       -252,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   278.2 ;               ;                    ;POTE 2L MORANGO                                    ;     1 ;CREMOSO              ;CX  ;          0,000;          2,000;202;         84,00;          0,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   279.0 ;               ;                    ;POTE 2L MOUSSE DE MARACUJÁ                         ;     1 ;CREMOSO              ;CX  ;         -1,000;          1,000;202;         84,00;        -84,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   280.8 ;               ;                    ;POTE 2L NINHO TRUFADO                              ;     1 ;CREMOSO              ;CX  ;         -5,000;         15,000;202;         84,00;       -420,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   281.6 ;               ;                    ;POTE 2L OVOMALTINE                                 ;     1 ;CREMOSO              ;CX  ;         -2,000;          2,000;202;         84,00;       -168,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   282.4 ;               ;                    ;POTE 2L RAFAELLO                                   ;     1 ;CREMOSO              ;CX  ;          0,000;          0,000;202;         84,00;          0,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   283.2 ;               ;                    ;POTE 2L SENSAÇÃO                                   ;     1 ;CREMOSO              ;CX  ;         -3,000;          6,000;202;         84,00;       -252,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   284.0 ;               ;                    ;POTE 2L SONHO GELADO                               ;     1 ;CREMOSO              ;CX  ;         -1,000;          4,000;202;         84,00;        -84,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   285.7 ;               ;                    ;POTE 2L TORTA DE LIMÃO                             ;     1 ;CREMOSO              ;CX  ;          0,000;          0,000;202;         84,00;          0,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   286.5 ;               ;                    ;POTE 2L TRUFA                                      ;     1 ;CREMOSO              ;CX  ;         -1,000;          3,000;202;         84,00;        -84,00;21050010   ;    13 ;POTE 2L                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   295.6 ;               ;                    ;POTE 350ml BRIGADEIRO                              ;     1 ;CREMOSO              ;UN  ;        -25,000;          5,000;202;          6,00;       -150,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   296.4 ;               ;                    ;POTE 350ml MARAVILHA                               ;     1 ;CREMOSO              ;UN  ;        -10,000;          5,000;202;          6,00;        -60,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   319.4 ;               ;                    ;POTE 350ml NINHO                                   ;     1 ;CREMOSO              ;UN  ;          0,000;          6,000;202;          6,00;          0,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   297.2 ;               ;                    ;POTE 350ml NINHO TRUFADO                           ;     1 ;CREMOSO              ;UN  ;        -25,000;         12,000;202;          6,00;       -150,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   298.0 ;               ;                    ;POTE 350ml SENSAÇÃO                                ;     1 ;CREMOSO              ;UN  ;        -25,000;          7,000;202;          6,00;       -150,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   299.8 ;               ;                    ;POTE 350ml TORTA                                   ;     1 ;CREMOSO              ;UN  ;        -10,000;          4,000;202;          6,00;        -60,00;21050010   ;    14 ;POTE 350ml                               ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   300.4 ;               ;                    ;POTE DIET 180ml AMEIXA                             ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;          8,50;         -8,50;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   301.2 ;               ;                    ;POTE DIET 180ml CAFÉ                               ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   302.0 ;               ;                    ;POTE DIET 180ml CHOCOLATE                          ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   303.8 ;               ;                    ;POTE DIET 180ml COCO                               ;     1 ;CREMOSO              ;UN  ;         -4,000;          0,000;202;          8,50;        -34,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   304.6 ;               ;                    ;POTE DIET 180ml MARACUJÁ                           ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   305.3 ;               ;                    ;POTE DIET 180ml MARAVILHA                          ;     1 ;CREMOSO              ;UN  ;         -2,000;          0,000;202;          8,50;        -17,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   307.9 ;               ;                    ;POTE DIET 180ml NINHO TRUFADO                      ;     1 ;CREMOSO              ;UN  ;         -1,000;          3,000;202;          8,50;         -8,50;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   308.7 ;               ;                    ;POTE DIET 180ml NOZES                              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   309.5 ;               ;                    ;POTE DIET 180ml NUTELINHA                          ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;          8,50;         -8,50;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   306.1 ;               ;                    ;POTE DIET 180ml NÃO SEI                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   310.3 ;               ;                    ;POTE DIET 180ml PRESTÍGIO                          ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;          8,50;         -8,50;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   311.1 ;               ;                    ;POTE DIET 180ml SENSAÇÃO                           ;     1 ;CREMOSO              ;UN  ;         -1,000;          3,000;202;          8,50;         -8,50;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   312.9 ;               ;                    ;POTE DIET 180ml T DE LIMÃO                         ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;          8,50;          0,00;21050010   ;    15 ;POTE 180ml                               ;     5 ;DIET                                     ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   389.7 ;               ;                    ;POTE PAÇOQUITA                                     ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         37,70;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   313.7 ;               ;                    ;POTE WHEY 180ml AMENDOIM                           ;     1 ;CREMOSO              ;UN  ;         -2,000;          0,000;202;         14,50;        -29,00;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   314.5 ;               ;                    ;POTE WHEY 180ml BANANA                             ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         14,50;          0,00;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   315.2 ;               ;                    ;POTE WHEY 180ml BAUNILHA                           ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         14,50;          0,00;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   316.0 ;               ;                    ;POTE WHEY 180ml CHOCOLATE                          ;     1 ;CREMOSO              ;UN  ;         -3,000;          0,000;202;         14,50;        -43,50;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   317.8 ;               ;                    ;POTE WHEY 180ml MARACUJÁ                           ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         14,50;          0,00;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   318.6 ;               ;                    ;POTE WHEY 180ml MORANGO                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         14,50;          0,00;21050010   ;    16 ;POTE WHEY 180ml                          ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   341.8 ;               ;                    ;RECHEIO DE AMENOIM 4 KG                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        123,50;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   396.2 ;               ;                    ;ROLO PANO PERFLEX 300 METROS                       ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        410,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   335.0 ;               ;                    ;STRACCIOTELLA 14 KG                                ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        500,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   338.4 ;               ;                    ;TRUFFA PISTACHIO 4 KG                              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        320,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   336.8 ;               ;                    ;TRUFFA PREMIUM KG                                  ;     1 ;CREMOSO              ;KG  ;          0,000;          0,000;202;         50,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   339.2 ;               ;                    ;VARIEGATO CHOCOLATE BRANCO COM WAFFER 4 KG         ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        136,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   340.0 ;               ;                    ;VARIEGATO LEITINHO 4 KG                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        158,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
